marca,modelo,ano,km,preco_numerico,consumo_urbano_km_l,consumo_estrada_km_l,custo_manutencao_anual,confiabilidade,tipo_veiculo_classificado,segmento,codigoFipe,mesReferencia,anoReferencia
Toyota,RAV4 2.5 SX 4x4 Hybrid Aut.,2022,34265,180576.0,13.3,14.4,4928,9.0,Hatchback,Premium,002180-6,8,2019
Toyota,RAV4 2.5 SX Connect 4x4 Hybrid Aut.,2022,26927,241466.0,11.1,16.2,3262,9.0,Hatchback,Premium,002196-2,8,2020
Toyota,Supra,1995,497798,40452.0,13.7,14.6,1633,8.5,Hatchback,Popular,002023-0,11,2011
Toyota,Supra,2007,271391,38639.0,12.4,14.6,1651,9.1,Hatchback,Popular,002023-0,11,2021
Toyota,T-100 3.4 V6,1995,482055,22249.0,11.9,14.8,1845,9.4,Hatchback,Popular,002058-3,9,2010
Toyota,YARIS S 1.5 Flex 16V 5p Aut.,2021,45235,94016.0,13.8,13.8,1607,9.0,Hatchback,Médio,002198-9,8,2022
Toyota,YARIS S 1.5 Flex 16V 5p Aut.,2022,29363,88809.0,11.6,14.0,2298,8.9,Hatchback,Médio,002198-9,3,2021
Toyota,YARIS X-WAY 1.5 Flex 16V 5p Aut.,2020,69879,93998.0,12.4,14.6,1742,8.7,Hatchback,Médio,002178-4,12,2021
Toyota,YARIS X-WAY 1.5 Flex 16V 5p Aut.,2022,35932,77625.0,12.8,13.5,1859,8.8,Hatchback,Popular,002178-4,4,2019
Toyota,YARIS X-WAY Connect 1.5 Flex 16V 5p Aut.,2022,30130,104998.0,11.1,15.9,1540,8.9,Hatchback,Médio,002192-0,6,2022
Toyota,YARIS XL 1.3 Flex 16V 5p Aut.,2020,60467,78449.0,11.8,14.5,1504,8.7,Hatchback,Popular,002172-5,9,2021
Toyota,YARIS XL 1.3 Flex 16V 5p Aut.,2022,30771,67004.0,13.2,16.8,1594,9.0,Hatchback,Popular,002172-5,2,2019
Toyota,YARIS XL 1.3 Flex 16V 5p Mec.,2020,66743,73588.0,12.4,15.8,2191,9.4,Hatchback,Popular,002171-7,12,2021
Toyota,YARIS XL 1.3 Flex 16V 5p Mec.,2022,24405,62513.0,13.7,16.2,1627,9.3,Hatchback,Popular,002171-7,6,2019
Toyota,YARIS XL 1.5 Flex 16V 5p Aut.,2022,28592,91995.0,13.1,14.0,2376,9.4,Hatchback,Médio,002207-1,6,2022
Toyota,YARIS XL Live 1.3 Flex 16V 5p Aut.,2022,33570,70444.0,13.0,14.2,1624,8.7,Hatchback,Popular,002184-9,1,2021
Toyota,YARIS XL Live 1.3 Flex 16V 5p Mec.,2021,48016,76596.0,13.8,15.4,1939,9.1,Hatchback,Popular,002185-7,3,2022
Toyota,YARIS XL Live 1.3 Flex 16V 5p Mec.,2022,35373,65844.0,12.5,15.2,2187,8.6,Hatchback,Popular,002185-7,4,2020
Toyota,YARIS XL Live Sedan 1.5 Flex 16V 4p Aut.,2022,32564,70426.0,12.7,15.2,1798,8.9,Hatchback,Popular,002186-5,11,2020
Toyota,YARIS XL Live Sedan 1.5 Flex 16V 4p Mec.,2021,53871,71499.0,13.0,16.9,1603,8.9,Hatchback,Popular,002187-3,4,2022
Toyota,YARIS XL Live Sedan 1.5 Flex 16V 4p Mec.,2022,35233,67923.0,11.1,13.8,2003,8.5,Hatchback,Popular,002187-3,8,2020
Toyota,YARIS XL Plus Con. 1.5 Flex 16V 5p Aut.,2022,30341,82163.0,12.6,13.7,2499,8.6,Hatchback,Médio,002188-1,3,2021
Toyota,YARIS XL Plus Con. Sed. 1.5 Flex 16V Aut,2022,32450,80004.0,11.4,13.8,1579,8.7,Hatchback,Médio,002189-0,9,2020
Toyota,YARIS XL Plus T. Sed. 1.5 Flex 16V Aut.,2020,56839,88201.0,13.5,15.0,1780,8.7,Hatchback,Médio,002176-8,6,2022
Toyota,YARIS XL Plus T. Sed. 1.5 Flex 16V Aut.,2022,24026,75670.0,12.7,14.0,1765,8.9,Hatchback,Popular,002176-8,6,2019
Toyota,YARIS XL Plus Tech 1.3 Flex 16V Aut.,2020,60335,87894.0,12.7,14.4,2498,9.4,Hatchback,Médio,002175-0,2,2022
Toyota,YARIS XL Plus Tech 1.3 Flex 16V Aut.,2022,25492,73102.0,11.1,16.5,1851,9.0,Hatchback,Popular,002175-0,7,2019
Toyota,YARIS XL Sedan 1.5 Flex 16V 4p Aut.,2020,68605,64174.0,12.2,16.5,2337,9.0,Hatchback,Popular,002168-7,6,2020
Toyota,YARIS XL Sedan 1.5 Flex 16V 4p Aut.,2022,24222,70261.0,11.8,14.5,1836,9.4,Hatchback,Popular,002168-7,12,2018
Toyota,YARIS XL Sedan 1.5 Flex 16V 4p Mec.,2020,65769,60068.0,13.5,16.6,1708,9.2,Hatchback,Popular,002167-9,7,2020
Toyota,YARIS XL Sedan 1.5 Flex 16V 4p Mec.,2022,35605,64568.0,11.8,16.8,1557,8.8,Hatchback,Popular,002167-9,8,2018
Toyota,YARIS XLS 1.5 Flex 16V 5p Aut.,2020,66933,98586.0,13.1,14.3,1911,9.0,Hatchback,Médio,002174-1,1,2022
Toyota,YARIS XLS 1.5 Flex 16V 5p Aut.,2022,30619,81120.0,13.0,15.3,1877,9.4,Hatchback,Médio,002174-1,4,2019
Toyota,YARIS XLS Connect 1.5 Flex 16V 5p Aut.,2022,26900,85595.0,11.9,15.3,2209,9.5,Hatchback,Médio,002193-8,8,2020
Toyota,YARIS XLS Connect Sed. 1.5 Flex 16V Aut.,2022,26147,118524.0,14.0,16.2,2345,9.2,Hatchback,Médio,002194-6,3,2022
Toyota,YARIS XLS Sedan 1.5 Flex 16V 4p Aut.,2020,55650,89219.0,13.3,14.0,1974,9.0,Hatchback,Médio,002170-9,6,2021
Toyota,YARIS XLS Sedan 1.5 Flex 16V 4p Aut.,2022,33910,82696.0,12.0,15.5,2058,9.2,Hatchback,Médio,002170-9,5,2019
Toyota,YARIS XS 1.5 Flex 16V 5p Aut.,2020,62347,71135.0,13.6,14.7,2064,8.9,Hatchback,Popular,002173-3,10,2020
Toyota,YARIS XS 1.5 Flex 16V 5p Aut.,2022,30799,74563.0,12.2,15.8,2109,8.9,Hatchback,Popular,002173-3,7,2018
Toyota,YARIS XS Connect 1.5 Flex 16V 5p Aut.,2022,34563,85161.0,13.2,14.9,2343,9.3,Hatchback,Médio,002190-3,1,2021
Toyota,YARIS XS Connect Sedan 1.5 Flex 16V Aut.,2022,26802,81243.0,13.6,13.6,2222,9.4,Hatchback,Médio,002191-1,1,2020
Toyota,YARIS XS Sedan 1.5 Flex 16V 4p Aut.,2020,70062,71905.0,11.3,15.0,2263,8.6,Hatchback,Popular,002169-5,10,2020
Toyota,YARIS XS Sedan 1.5 Flex 16V 4p Aut.,2022,30927,80556.0,13.8,15.3,2010,8.5,Hatchback,Médio,002169-5,9,2019
Troller,RF Esport 4x4 2.0,1997,402018,15829.0,11.8,15.1,2293,7.6,Hatchback,Popular,056001-4,12,2018
Troller,RF Esport T-4 4x4 2.0 Cap. Lona,2001,343770,29505.0,11.9,16.8,1949,6.4,Hatchback,Popular,056002-2,7,2016
Troller,RF Esport T-4 4x4 2.0 Cap. Rígida,2001,295732,35659.0,13.6,15.0,2276,7.0,Hatchback,Popular,056003-0,4,2013
VW - VolksWagen,Apolo GL 1.8,1992,479147,6370.0,11.7,15.3,1691,7.9,Hatchback,Popular,005025-3,11,2018
VW - VolksWagen,Apolo GLS/ Vip 1.8,1992,542139,6913.0,13.8,15.9,1979,7.9,Hatchback,Popular,005026-1,6,2021
VW - VolksWagen,Bora 2.0 8v Comfortline Aut.,2001,343896,17521.0,13.5,14.1,1777,7.1,Hatchback,Popular,005156-0,9,2018
VW - VolksWagen,Bora 2.0 8v Comfortline Mec.,2001,329943,16140.0,12.6,16.2,1758,6.8,Hatchback,Popular,005155-1,3,2020
VW - VolksWagen,Bora 2.0/ 2.0 Flex 8v Aut.,2011,188115,30086.0,13.9,17.0,2051,7.3,Hatchback,Popular,005154-3,12,2019
VW - VolksWagen,Bora 2.0/ 2.0 Flex 8v Mec.,2011,205992,29338.0,11.9,15.9,1917,6.9,Hatchback,Popular,005153-5,9,2019
VW - VolksWagen,CROSSFOX  1.6 T. Flex 16V 5p,2018,87097,50895.0,11.9,15.7,2481,7.0,Hatchback,Popular,005418-6,4,2020
VW - VolksWagen,CROSSFOX  1.6 T. Flex 16V 5p,2022,34262,68436.0,12.7,14.8,2277,6.1,Hatchback,Popular,005418-6,11,2017
VW - VolksWagen,CROSSFOX  I MOTION 1.6 T. Flex 16V 5p,2018,92041,63261.0,12.0,14.2,2198,7.8,Hatchback,Popular,005419-4,3,2022
VW - VolksWagen,CROSSFOX  I MOTION 1.6 T. Flex 16V 5p,2022,29219,67448.0,13.9,16.4,1710,6.0,Hatchback,Popular,005419-4,10,2018
VW - VolksWagen,CROSSFOX 1.6 Mi Total Flex 8V 5p,2015,127373,43271.0,11.3,13.8,2303,7.0,Hatchback,Popular,005225-6,5,2020
VW - VolksWagen,CROSSFOX I MOTION 1.6 Mi T. Flex 8V 5p,2015,114215,56652.0,12.4,16.8,1684,7.9,Hatchback,Popular,005342-2,6,2022
VW - VolksWagen,Corrado 2.0 Turbo,1992,484108,21834.0,11.9,14.0,1842,7.3,Hatchback,Popular,005118-7,7,2017
VW - VolksWagen,Corrado G-60 2.8,1992,551537,25780.0,12.9,16.9,1811,7.8,Hatchback,Popular,005117-9,12,2020
VW - VolksWagen,EOS Cab. 2.0 Turbo FSI Tiptronic,2012,185177,103232.0,13.4,16.8,1887,7.6,Hatchback,Médio,005287-6,6,2019
VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 3p,2014,139014,28494.0,11.1,13.6,2319,7.1,Hatchback,Popular,005307-4,9,2020
VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 5p,2014,124676,31979.0,11.9,14.4,2249,7.9,Hatchback,Popular,005308-2,7,2018
VW - VolksWagen,Fox 1.6 Mi I MOTION Total Flex 8V 5p,2014,165725,33980.0,13.5,14.5,2223,7.6,Hatchback,Popular,005305-8,8,2018
VW - VolksWagen,Fox 1.6 Mi Total Flex 8V 5p,2014,157201,32986.0,12.7,16.9,2180,8.0,Hatchback,Popular,005306-6,9,2018
VW - VolksWagen,Fox BLUEMOTION 1.0 Mi Total Flex 12V 3p,2014,128966,36945.0,13.4,13.5,1983,6.1,Hatchback,Popular,005352-0,8,2021
VW - VolksWagen,Fox BLUEMOTION 1.0 Mi Total Flex 12V 5p,2017,110929,37436.0,12.2,15.0,1657,7.4,Hatchback,Popular,005353-8,4,2020
VW - VolksWagen,Fox BLUEMOTION 1.0 Mi Total Flex 12V 5p,2022,24705,48690.0,13.1,16.9,1644,6.8,Hatchback,Popular,005353-8,9,2017
VW - VolksWagen,Fox BlueMotion 1.6 Mi Total Flex 3p.,2013,144969,35017.0,13.1,15.0,2148,7.4,Hatchback,Popular,005343-0,12,2021
VW - VolksWagen,Fox BlueMotion 1.6 Mi Total Flex 5p.,2013,181642,28879.0,12.2,16.4,1806,6.0,Hatchback,Popular,005344-9,6,2020
VW - VolksWagen,Fox City 1.0 Mi/ 1.0Mi Total Flex 8V 5p,2010,178370,21344.0,13.7,15.6,1762,7.8,Hatchback,Popular,005205-1,7,2018
VW - VolksWagen,Fox City 1.0Mi/ 1.0Mi Total Flex 8V 3p,2010,180882,19023.0,13.8,15.8,1921,6.3,Hatchback,Popular,005198-5,1,2019
VW - VolksWagen,Fox Comfortline 1.0 Flex 12V 5p,2017,92566,39308.0,14.0,16.7,1837,6.8,Hatchback,Popular,005433-0,1,2020
VW - VolksWagen,Fox Comfortline 1.0 Flex 12V 5p,2022,33834,48402.0,11.9,16.7,1941,7.6,Hatchback,Popular,005433-0,12,2017
VW - VolksWagen,Fox Comfortline 1.0 Flex 8V 5p,2015,135559,35062.0,13.3,13.8,2069,7.0,Hatchback,Popular,005407-0,10,2018
VW - VolksWagen,Fox Comfortline 1.6 Flex 8V 5p,2018,84147,49739.0,12.0,14.9,2425,6.6,Hatchback,Popular,005405-4,8,2021
VW - VolksWagen,Fox Comfortline 1.6 Flex 8V 5p,2022,28940,51954.0,11.9,16.0,2422,6.8,Hatchback,Popular,005405-4,6,2018
VW - VolksWagen,Fox Comfortline I Motion 1.6 Flex 8V 5p,2018,72920,43718.0,11.3,15.4,1565,7.8,Hatchback,Popular,005404-6,11,2019
VW - VolksWagen,Fox Comfortline I Motion 1.6 Flex 8V 5p,2022,34814,53010.0,11.4,13.8,2135,6.8,Hatchback,Popular,005404-6,3,2019
VW - VolksWagen,Fox Connect 1.6 Flex 8V 5p,2022,32903,62658.0,13.0,15.5,1894,6.4,Hatchback,Popular,005481-0,7,2021
VW - VolksWagen,Fox Connect I Motion 1.6 Flex 8V 5p,2019,80996,56544.0,13.6,16.7,1873,6.3,Hatchback,Popular,005482-8,10,2021
VW - VolksWagen,Fox Connect I Motion 1.6 Flex 8V 5p,2022,35583,52058.0,12.1,16.8,1735,6.8,Hatchback,Popular,005482-8,10,2019
VW - VolksWagen,Fox Highline I MOTION 1.6 Flex 16V 5p,2018,72310,47491.0,11.9,14.9,2113,7.6,Hatchback,Popular,005402-0,4,2020
VW - VolksWagen,Fox Highline I MOTION 1.6 Flex 16V 5p,2022,35554,61100.0,11.7,14.5,2441,7.3,Hatchback,Popular,005402-0,4,2019
VW - VolksWagen,Fox Highline1.6 Flex 16V 5p,2018,103821,45992.0,11.8,15.3,1544,6.5,Hatchback,Popular,005403-8,2,2021
VW - VolksWagen,Fox Highline1.6 Flex 16V 5p,2022,29377,54880.0,13.1,16.3,2195,8.0,Hatchback,Popular,005403-8,5,2019
VW - VolksWagen,Fox PEPPER 1.6 Flex 16V 5p,2018,79526,47970.0,12.2,14.5,2092,7.5,Hatchback,Popular,005421-6,1,2021
VW - VolksWagen,Fox PEPPER 1.6 Flex 16V 5p,2022,35528,57198.0,13.6,16.8,2499,6.7,Hatchback,Popular,005421-6,2,2019
VW - VolksWagen,Fox PEPPER I MOTION 1.6 Flex 16V 5p,2018,75223,62764.0,13.7,14.3,2051,8.0,Hatchback,Popular,005422-4,5,2022
VW - VolksWagen,Fox PEPPER I MOTION 1.6 Flex 16V 5p,2022,32517,61655.0,13.5,16.8,2206,6.5,Hatchback,Popular,005422-4,6,2018
VW - VolksWagen,Fox PRIME/Hghi. IMOTION 1.6 T.Flex 8V 5p,2014,151259,31901.0,13.1,14.7,2204,6.7,Hatchback,Popular,005304-0,12,2019
VW - VolksWagen,Fox PRIME/Higli. 1.6 Total Flex 8V 5p,2014,151320,34094.0,11.7,16.6,2303,7.1,Hatchback,Popular,005303-1,8,2018
VW - VolksWagen,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 3p,2010,232031,19245.0,13.3,15.3,2297,7.8,Hatchback,Popular,005199-3,9,2017
VW - VolksWagen,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 4p,2010,229691,20554.0,13.8,16.1,2163,7.3,Hatchback,Popular,005206-0,9,2020
VW - VolksWagen,Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 3p,2010,228990,30846.0,13.7,14.6,1895,7.8,Hatchback,Popular,005200-0,6,2022
VW - VolksWagen,Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 4p,2010,249729,31564.0,12.0,16.9,1539,6.8,Hatchback,Popular,005207-8,2,2022
VW - VolksWagen,Fox RUN 1.6 Flex 8V 5p,2017,114496,41712.0,11.5,13.8,1606,6.2,Hatchback,Popular,005462-3,1,2021
VW - VolksWagen,Fox RUN 1.6 Flex 8V 5p,2022,26512,55150.0,11.4,16.3,1676,7.3,Hatchback,Popular,005462-3,10,2017
VW - VolksWagen,Fox Rock in Rio 1.6 Mi Total Flex 8V 5p,2016,142020,43462.0,12.4,13.6,2334,6.8,Hatchback,Popular,005332-5,6,2018
VW - VolksWagen,Fox Rock in Rio 1.6 Mi Total Flex 8V 5p,2022,35780,46079.0,12.4,14.6,2242,6.2,Hatchback,Popular,005332-5,7,2017
VW - VolksWagen,Fox Route 1.0 Mi Total Flex 8V 3p,2010,192332,20310.0,13.4,14.6,2001,6.9,Hatchback,Popular,005262-0,12,2020
VW - VolksWagen,Fox Route 1.0 Mi Total Flex 8V 5p,2010,232149,20895.0,13.2,14.8,2325,7.6,Hatchback,Popular,005263-9,12,2019
VW - VolksWagen,Fox Route 1.6 Mi Total Flex 8V 3p,2010,209897,32502.0,12.3,16.8,1732,7.6,Hatchback,Popular,005264-7,4,2022
VW - VolksWagen,Fox Route 1.6 Mi Total Flex 8V 5p,2010,168760,26414.0,12.5,16.1,2099,6.3,Hatchback,Popular,005265-5,1,2018
VW - VolksWagen,Fox SELEÇÃO 1.0 Total Flex 8V 5p,2014,170180,32041.0,12.5,14.7,2490,7.1,Hatchback,Popular,005358-9,4,2018
VW - VolksWagen,Fox SELEÇÃO 1.6 Total Flex 8V 5p,2014,158304,33490.0,11.4,16.5,1558,7.3,Hatchback,Popular,005359-7,9,2017
VW - VolksWagen,Fox SELEÇÃO IMOTION 1.6 Mi T. Flex 8V 5p,2014,122258,32259.0,12.1,15.2,2477,7.8,Hatchback,Popular,005371-6,12,2019
VW - VolksWagen,Fox SUNRISE 1.0 Mi Total Flex 8V 5p,2010,182403,25099.0,12.6,14.6,1573,7.9,Hatchback,Popular,005293-0,9,2021
VW - VolksWagen,Fox Sportline/Sports 1.0 Tot.Flex 8V 4p,2007,248464,17891.0,11.2,16.8,2374,7.5,Hatchback,Popular,005212-4,2,2019
VW - VolksWagen,Fox Sportline/Sports 1.0/1.0 Tot.Flex 3p,2007,225484,20117.0,13.7,15.0,1844,6.1,Hatchback,Popular,005201-9,11,2021
VW - VolksWagen,Fox Sportline/Sports 1.6/1.6 Tot.Flex 3p,2007,226846,21874.0,13.3,14.0,2257,7.3,Hatchback,Popular,005202-7,11,2019
VW - VolksWagen,Fox Sportline/Sports 1.6/1.6 Tot.Flex 4p,2007,278766,21050.0,12.6,16.2,2068,7.3,Hatchback,Popular,005208-6,7,2019
VW - VolksWagen,Fox TRACK 1.0 Flex 12V 5p,2018,79628,53737.0,11.4,15.4,1603,7.9,Hatchback,Popular,005444-5,12,2021
VW - VolksWagen,Fox TRACK 1.0 Flex 12V 5p,2022,27455,50310.0,13.6,15.3,1843,7.3,Hatchback,Popular,005444-5,11,2017
VW - VolksWagen,Fox Trendline 1.0 Flex 12V 5p,2018,74030,38936.0,11.7,15.6,1725,7.8,Hatchback,Popular,005434-8,11,2020
VW - VolksWagen,Fox Trendline 1.0 Flex 12V 5p,2022,24975,47145.0,11.7,14.5,2199,6.2,Hatchback,Popular,005434-8,2,2019
VW - VolksWagen,Fox Trendline 1.0 Flex 8V 5p,2015,159782,32009.0,11.6,14.6,2055,7.2,Hatchback,Popular,005401-1,6,2020
VW - VolksWagen,Fox Trendline 1.6 Flex 8V 5p,2018,76213,49395.0,13.0,14.0,2004,7.4,Hatchback,Popular,005406-2,9,2021
VW - VolksWagen,Fox Trendline 1.6 Flex 8V 5p,2022,33439,51704.0,11.5,13.9,1717,6.5,Hatchback,Popular,005406-2,9,2017
VW - VolksWagen,Fox Xtreme 1.6 Flex 8V 5p,2022,27065,68603.0,12.3,13.8,2400,6.7,Hatchback,Popular,005480-1,11,2021
VW - VolksWagen,Fox extreme 1.6 Mi Total Flex 8V 5p,2010,177485,31797.0,13.8,14.0,2420,7.9,Hatchback,Popular,005274-4,2,2022
VW - VolksWagen,Fusca,1996,496881,25885.0,13.7,14.0,1962,7.8,Hatchback,Popular,005027-0,11,2021
VW - VolksWagen,Fusca 2.0 R-Line TSI 16V Aut.,2016,112229,120699.0,11.1,16.2,1689,6.3,Hatchback,Médio,005420-8,7,2018
VW - VolksWagen,Fusca 2.0 R-Line TSI 16V Aut.,2022,30887,130026.0,11.3,16.5,1958,7.5,Hatchback,Médio,005420-8,8,2017
VW - VolksWagen,Fusca 2.0 TSI 16V Aut.,2016,98253,107921.0,12.8,13.8,1950,7.3,Hatchback,Médio,005348-1,10,2019
VW - VolksWagen,Fusca 2.0 TSI 16V Aut.,2022,24562,125703.0,13.2,16.8,2372,6.9,Hatchback,Médio,005348-1,9,2017
VW - VolksWagen,Fusca 2.0 TSI 16V Mec.,2014,138601,74460.0,11.1,16.8,2428,7.8,Hatchback,Popular,005347-3,10,2020
VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 2p,2014,171968,26582.0,13.1,13.7,1590,6.0,Hatchback,Popular,005345-7,10,2021
VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 4p,2015,108955,27863.0,12.6,13.8,1786,6.2,Hatchback,Popular,005275-2,6,2018
VW - VolksWagen,Gol (novo) 1.6 Mi Total Flex 8V 2p,2014,138388,29744.0,12.6,14.0,2480,7.4,Hatchback,Popular,005346-5,10,2018
VW - VolksWagen,Gol (novo) 1.6 Mi Total Flex 8V 2p,2015,119497,28706.0,12.0,15.6,1826,7.6,Hatchback,Popular,005346-5,5,2021
VW - VolksWagen,Gol (novo) 1.6 Mi Total Flex 8V 4p,2015,135460,31788.0,13.2,15.5,2420,6.3,Hatchback,Popular,005276-0,9,2017
VW - VolksWagen,Gol (novo) 1.6 Power/Highi T.Flex 8v 4P,2017,98906,40149.0,12.8,15.9,2171,7.2,Hatchback,Popular,005277-9,1,2020
VW - VolksWagen,Gol (novo) 1.6 Power/Highi T.Flex 8v 4P,2022,33258,55223.0,13.9,13.5,1594,6.2,Hatchback,Popular,005277-9,9,2017
VW - VolksWagen,Gol 1.0 Flex 12V 5p,2022,26226,45420.0,11.4,16.8,2030,7.6,Hatchback,Popular,005490-9,1,2020
VW - VolksWagen,Gol 1.0 Mi FUN/ Highway/ Sport 16V  2/4p,2003,322222,12347.0,12.8,15.7,2328,7.0,Hatchback,Popular,005159-4,1,2018
VW - VolksWagen,Gol 1.0 Plus 16v 2p,2005,275444,15310.0,13.4,15.8,2435,6.7,Hatchback,Popular,005148-9,5,2022
VW - VolksWagen,Gol 1.0 Plus 16v 4p,2005,282676,12519.0,13.0,16.6,2080,6.6,Hatchback,Popular,005147-0,6,2020
VW - VolksWagen,Gol 1.0 Plus 8v 4p,2003,296584,12330.0,13.8,16.2,1877,7.2,Hatchback,Popular,005149-7,10,2017
VW - VolksWagen,Gol 1.0 Power 16v 76cv 4p,2003,340789,13712.0,11.5,15.3,2109,6.3,Hatchback,Popular,005162-4,9,2021
VW - VolksWagen,Gol 1.0 Total Flex 8V 5p (25 Anos),2013,155431,24839.0,13.9,14.2,2355,7.5,Hatchback,Popular,005341-4,12,2017
VW - VolksWagen,Gol 1.0 Trend/ Power 8V 2p,2003,261493,9787.0,11.2,15.1,1981,7.7,Hatchback,Popular,005163-2,9,2020
VW - VolksWagen,Gol 1.0 Trend/ Power 8V 4p,2003,258018,13823.0,11.5,15.4,1880,6.7,Hatchback,Popular,005164-0,11,2021
VW - VolksWagen,Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p,2017,122238,53198.0,11.3,15.5,1750,7.9,Hatchback,Popular,005310-4,6,2022
VW - VolksWagen,Gol 1.6 I MOTI.Power/Highli T.Flex 8V 4p,2022,28980,57908.0,11.3,14.4,2304,6.6,Hatchback,Popular,005310-4,11,2017
VW - VolksWagen,Gol 1.6 MSI Flex 16V 5p Aut.,2022,28458,66052.0,11.7,15.5,1825,6.2,Hatchback,Popular,005502-6,2,2021
VW - VolksWagen,Gol 1.6 MSI Flex 8V 5p,2022,34473,54484.0,12.8,13.8,1833,7.0,Hatchback,Popular,005491-7,6,2020
VW - VolksWagen,Gol 1.6 Mi I MOTION Total Flex 8V 3p,2014,132350,28298.0,11.1,14.6,1636,6.7,Hatchback,Popular,005350-3,5,2019
VW - VolksWagen,Gol 1.6 Mi Plus Total Flex 8V 2p,2003,312170,10745.0,13.7,14.7,1902,6.8,Hatchback,Popular,005197-7,2,2021
VW - VolksWagen,Gol 1.6 Mi Plus Total Flex 8V 4p,2004,265538,18633.0,13.4,15.8,2063,6.9,Hatchback,Popular,005196-9,3,2022
VW - VolksWagen,Gol 1.6 Mi Power Total Flex 8V 4p,2009,226343,27555.0,11.4,15.1,1614,7.1,Hatchback,Popular,005190-0,4,2022
VW - VolksWagen,Gol 1.6 Mi Rallye I MOTION T. Flex 8V 4p,2014,125733,42829.0,11.5,16.3,2295,6.5,Hatchback,Popular,005324-4,1,2022
VW - VolksWagen,Gol 1.6 Mi Rallye Total Flex 8V 4p,2014,135452,41359.0,11.6,16.5,1642,6.3,Hatchback,Popular,005210-8,10,2021
VW - VolksWagen,Gol 1.6 Mi/ 1.6i 2p,2003,290386,12367.0,12.9,14.8,2222,7.5,Hatchback,Popular,005078-4,11,2021
VW - VolksWagen,Gol 1.6 Mi/ Power 1.6 Mi 4p,2004,288725,15269.0,12.4,13.6,1683,6.6,Hatchback,Popular,005124-1,9,2017
VW - VolksWagen,Gol 1.8 Mi,2004,276009,13979.0,11.5,16.6,2088,7.2,Hatchback,Popular,005104-7,8,2019
VW - VolksWagen,Gol 1.8 Mi 4p,2004,241019,15567.0,11.4,15.3,1848,7.0,Hatchback,Popular,005125-0,12,2019
VW - VolksWagen,Gol 1.8 Mi Power Total Flex 8V 4p,2009,193150,20634.0,13.4,14.8,2489,7.6,Hatchback,Popular,005216-7,10,2018
VW - VolksWagen,Gol 1.8 Mi Rallye Total Flex 8V 4p,2005,279437,19060.0,13.1,13.8,2494,6.2,Hatchback,Popular,005217-5,5,2021
VW - VolksWagen,Gol 1000 (modelo antigo),1996,484013,7738.0,12.0,15.0,1850,7.9,Hatchback,Popular,005028-8,9,2017
VW - VolksWagen,Gol 1000 Mi 16V 2p Turbo,2002,275672,11317.0,12.2,16.5,1829,7.2,Hatchback,Popular,005144-6,9,2019
VW - VolksWagen,Gol 1000 Mi 16V 4p Turbo,2003,279199,15078.0,13.4,14.2,1717,6.0,Hatchback,Popular,005146-2,2,2018
VW - VolksWagen,Gol 1000 Mi 16V/ Ouro  2p,2002,340897,9835.0,13.1,15.8,1639,7.7,Hatchback,Popular,005002-4,6,2019
VW - VolksWagen,Gol 1000 Mi 16V/ Ouro 4p,2002,395156,11389.0,13.5,15.1,2166,7.3,Hatchback,Popular,005126-8,8,2018
VW - VolksWagen,Gol 1000 Mi 2p  / 1000i,2003,304137,10147.0,12.4,15.5,2105,7.7,Hatchback,Popular,005001-6,9,2021
VW - VolksWagen,Gol 1000 Mi 4p,2003,289751,10713.0,11.2,13.8,1516,6.8,Hatchback,Popular,005127-6,1,2020
VW - VolksWagen,Gol 1000 Mi Plus 16V 2p e 4p,1999,331684,12046.0,12.3,16.1,1957,7.2,Hatchback,Popular,005004-0,1,2022
VW - VolksWagen,Gol 1000 Mi Plus 8v 2p e 4p,1999,316890,8006.0,11.2,13.5,1999,6.9,Hatchback,Popular,005030-0,4,2021
VW - VolksWagen,Gol 1000i Plus 2p,1997,471094,6942.0,13.0,15.1,2031,6.8,Hatchback,Popular,005029-6,3,2019
VW - VolksWagen,Gol 2.0 Mi 2p,2002,277161,12270.0,14.0,14.2,1688,6.3,Hatchback,Popular,005105-5,12,2021
VW - VolksWagen,Gol 2.0 Mi 4p,2002,303237,16789.0,13.2,13.9,1994,6.6,Hatchback,Popular,005128-4,3,2018
VW - VolksWagen,Gol BLACK 1.0 Mi Total Flex 8V 4p,2013,157400,24500.0,12.4,14.9,1645,6.8,Hatchback,Popular,005339-2,5,2021
VW - VolksWagen,Gol CL 1.6 Mi 2p e 4p,1999,326207,9979.0,13.9,14.6,2467,6.7,Hatchback,Popular,005005-9,5,2020
VW - VolksWagen,Gol CL 1.8 Mi 2p e 4p,1999,334579,10992.0,11.2,15.1,2446,6.6,Hatchback,Popular,005006-7,8,2017
